Name,Province,Climate ID,Station ID,Latitude,Longitude,Elevation (m),First Year,Last Year,First Year (Hourly),Last Year (Hourly),First Year (Daily),Last Year (Daily),First Year (Monthly),Last Year (Monthly)
LITTLE QUALICUM R ESTY,BRITISH COLUMBIA,1024639,182,49.37,-124.48,1,1974,1974,-999,-999,1974,1974,1974,1974
LITTLE QUALICUM RIVER GANSKE ROAD,BRITISH COLUMBIA,1024642,183,49.37,-124.5,42,1987,1992,-999,-999,1987,1992,1987,1992
MT WASHINGTON,BRITISH COLUMBIA,1025230,46567,49.75,-125.29,1473,2007,2010,2007,2010,2007,2010,-999,-999
MT WASHINGTON RESORT,BRITISH COLUMBIA,1025234,185,49.75,-125.29,1197,1979,1999,-999,-999,1979,1999,1980,1999
MT WASHINGTON UPPER,BRITISH COLUMBIA,1025237,186,49.75,-125.29,1450,1990,1999,-999,-999,1990,1999,1990,1999
MUD BAY,BRITISH COLUMBIA,1025240,187,49.47,-124.79,4,1971,2015,-999,-999,1971,2015,1971,2007
MYRA CREEK,BRITISH COLUMBIA,1025254,188,49.58,-125.61,353,1979,2015,-999,-999,1979,2015,1979,2007
NANAIMO,BRITISH COLUMBIA,1025340,191,49.18,-123.97,70,1892,1968,-999,-999,1892,1968,1892,1968
NANAIMO A,BRITISH COLUMBIA,1025365,52941,49.05,-123.87,28,2014,2019,2014,2019,2018,2019,-999,-999
NANAIMO A,BRITISH COLUMBIA,1025369,51318,49.05,-123.87,28,2013,2019,2013,2019,2016,2019,-999,-999
NANAIMO A,BRITISH COLUMBIA,1025370,192,49.05,-123.87,28,1947,2016,1954,2013,1947,2016,1947,2007
NANAIMO WATER RESERVOIR,BRITISH COLUMBIA,1025371,193,49.15,-123.97,114,1962,1967,-999,-999,1962,1967,1962,1967
NANOOSE BAY,BRITISH COLUMBIA,1025375,194,49.28,-124.18,82,1912,1989,-999,-999,1912,1989,1912,1989
NANOOSE BAY AUTO,BRITISH COLUMBIA,1025376,52058,49.27,-124.15,5,2014,2015,2014,2015,-999,-999,-999,-999
NANOOSE BAY SOUTH,BRITISH COLUMBIA,1025377,195,49.25,-124.18,111,1988,2007,-999,-999,1988,2007,1988,2007
NANAIMO CITY YARD,BRITISH COLUMBIA,10253G0,189,49.2,-123.99,114,1981,2019,-999,-999,1981,2019,1981,2007
NANAIMO CHUB,BRITISH COLUMBIA,10253P0,190,49.17,-123.93,21,1969,1977,-999,-999,1969,1977,1969,1977
OYSTER RIVER UBC,BRITISH COLUMBIA,1025915,196,49.88,-125.13,10,1967,2006,-999,-999,1967,2006,1967,2006
PARKSVILLE,BRITISH COLUMBIA,1025970,197,49.3,-124.3,82,1915,1960,-999,-999,1915,1960,1915,1960
PARKSVILLE NORTHWEST,BRITISH COLUMBIA,1025975,198,49.33,-124.33,30,1961,1965,-999,-999,1961,1965,1961,1965
PARKSVILLE SOUTH,BRITISH COLUMBIA,1025977,199,49.33,-124.3,0,1967,1993,-999,-999,1967,1993,1967,1993
NANAIMO DEPARTURE BAY,BRITISH COLUMBIA,1025C70,184,49.22,-123.95,7,1913,1992,-999,-999,1913,1992,1913,1992
PINE ISLAND,BRITISH COLUMBIA,1026170,200,50.98,-127.73,28,1984,2018,1994,2001,1984,2018,1984,2007
PORT HARDY,BRITISH COLUMBIA,1026266,201,50.67,-127.48,3,1928,1944,-999,-999,1928,1944,1928,1944
PORT HARDY A,BRITISH COLUMBIA,1026270,202,50.68,-127.37,21,1944,2013,1953,2013,1944,2013,1944,2013
PORT HARDY A,BRITISH COLUMBIA,1026271,51319,50.68,-127.37,21,2013,2019,2013,2019,2013,2019,-999,-999
PORT HARDY BEAVER HR,BRITISH COLUMBIA,1026274,203,50.72,-127.43,4,1959,1975,-999,-999,1959,1975,1959,1975
PORT MCNEILL,BRITISH COLUMBIA,1026323,204,50.58,-127.08,91,1974,1983,-999,-999,1974,1983,1974,1982
QUADRA ISLAND,BRITISH COLUMBIA,1026560,205,50.18,-125.18,31,1983,1984,-999,-999,1983,1984,1983,1984
QUALICUM BEACH AIRPORT,BRITISH COLUMBIA,1026562,45627,49.34,-124.39,58,2006,2019,2006,2019,2006,2019,2006,2006
QUALICUM BEACH,BRITISH COLUMBIA,1026563,206,49.33,-124.43,9,1913,1937,-999,-999,1913,1937,1913,1937
QUALICUM BEACH YAMBURY,BRITISH COLUMBIA,1026564,207,49.35,-124.38,3,1965,1965,-999,-999,1965,1965,1965,1965
QUALICUM R FISH RESEARCH,BRITISH COLUMBIA,1026565,208,49.39,-124.62,7,1962,2019,-999,-999,1962,2019,1962,2007
QUINSAM RIVER HATCHERY,BRITISH COLUMBIA,1026639,209,50.02,-125.3,45,1975,2019,-999,-999,1975,2019,1975,2007
SANDWICK,BRITISH COLUMBIA,1027060,210,49.75,-125.05,45,1914,1943,-999,-999,1914,1943,1914,1943
SAVARY ISLAND,BRITISH COLUMBIA,1027110,211,49.93,-124.85,38,1919,1989,-999,-999,1919,1989,1919,1989
SAYWARD,BRITISH COLUMBIA,1027112,212,50.37,-126.0,-999,1920,1930,-999,-999,1920,1930,1920,1930
SAYWARD 2,BRITISH COLUMBIA,1027114,213,50.32,-125.93,16,1973,2006,-999,-999,1973,2006,1973,2006
SAYWARD BIG TREE CREEK,BRITISH COLUMBIA,1027115,214,50.23,-125.77,57,1987,1990,-999,-999,1987,1990,1987,1990
SISTERS ISLAND,BRITISH COLUMBIA,1027403,6813,49.49,-124.43,20,1992,2019,1995,2019,1992,2019,1992,2004
STRATHCONA DAM,BRITISH COLUMBIA,1027775,216,50.0,-125.58,201,1967,1977,-999,-999,1967,1977,1967,1977
STRATHCONA PARK LODGE,BRITISH COLUMBIA,10277GN,215,49.88,-125.65,228,1975,1980,-999,-999,1975,1980,1975,1980
SURGE NARROWS READ IS,BRITISH COLUMBIA,1027870,217,50.22,-125.1,76,1962,1983,-999,-999,1962,1983,1962,1983
SURGE NARROWS RENDEZVOUS,BRITISH COLUMBIA,1027871,218,50.28,-125.07,9,1972,1973,-999,-999,1972,1973,1972,1973
VANANDA,BRITISH COLUMBIA,1028340,220,49.75,-124.58,12,1916,1952,-999,-999,1916,1952,1916,1952
UPPER CAMPBELL LAKE,BRITISH COLUMBIA,1028L3M,219,49.9,-125.63,548,1980,1998,-999,-999,1980,1998,1980,1998
ENTRANCE ISLAND,BRITISH COLUMBIA,102BFHH,132,49.21,-123.81,7,1987,2019,-999,-999,1987,2019,1987,2007
NANAIMO NORTH,BRITISH COLUMBIA,102E3G0,134,49.22,-123.98,98,1989,1989,-999,-999,1989,1989,1989,1989
NANAIMO RIVER CAMP,BRITISH COLUMBIA,102ECG0,133,49.08,-124.08,204,1962,1968,-999,-999,1962,1968,1962,1968
COURTENAY MEADOWBROOK,BRITISH COLUMBIA,102JR88,135,49.72,-124.98,35,1987,2010,-999,-999,1987,2010,1987,2007
STUART CHANNEL BOAT HARBOUR,BRITISH COLUMBIA,102PG75,136,49.09,-123.8,14,1987,2006,-999,-999,1987,2006,1987,2006
ALBERNI BEAVER CREEK,BRITISH COLUMBIA,1030180,221,49.37,-124.93,91,1894,1959,-999,-999,1894,1959,1894,1959
ALBERNI CITY RESERVOIR,BRITISH COLUMBIA,1030185,222,49.27,-124.78,64,1962,1963,-999,-999,1962,1963,1962,1963
ALBERNI LUPSI CUPSI,BRITISH COLUMBIA,1030210,223,49.25,-124.82,9,1948,1974,-999,-999,1948,1974,1948,1974
ALBERNI MCCOY LAKE,BRITISH COLUMBIA,1030220,224,49.28,-124.88,42,1958,1973,-999,-999,1958,1973,1958,1973
ALBERNI ROBERTSON CREEK,BRITISH COLUMBIA,1030230,225,49.34,-124.98,73,1961,2019,-999,-999,1961,2019,1961,2007
AMPHITRITE POINT,BRITISH COLUMBIA,1030425,226,48.92,-125.53,10,1958,1980,-999,-999,1958,1980,1958,1980
AMPHITRITE POINT,BRITISH COLUMBIA,1030426,227,48.92,-125.54,26,1980,2010,1980,2001,1980,2010,1980,1999
ASH RIVER,BRITISH COLUMBIA,1030550,228,49.47,-125.08,304,1957,1959,-999,-999,1957,1959,1958,1959
ASH RIVER GENERATING STN,BRITISH COLUMBIA,1030552,229,49.37,-125.15,91,1959,1969,-999,-999,1959,1969,1959,1969
BAMFIELD,BRITISH COLUMBIA,1030600,230,48.83,-125.1,21,1903,1956,-999,-999,1903,1956,1903,1956
BAMFIELD EAST,BRITISH COLUMBIA,1030605,231,48.83,-125.12,4,1959,2001,-999,-999,1959,2001,1959,2001
BAMFIELD WEST,BRITISH COLUMBIA,1030610,232,48.83,-125.15,3,1955,1959,-999,-999,1955,1959,1955,1959
BENSON LAKE,BRITISH COLUMBIA,1030850,233,50.37,-127.23,144,1959,1972,-999,-999,1959,1972,1959,1972
BULL HARBOUR,BRITISH COLUMBIA,1031110,234,50.92,-127.95,13,1921,1988,1953,1988,1921,1988,1921,1988
CAPE BEALE LIGHT,BRITISH COLUMBIA,1031316,235,48.79,-125.22,25,1984,2019,-999,-999,1984,2019,1984,2007
CAPE SCOTT,BRITISH COLUMBIA,1031352,236,50.8,-128.45,6,1897,1909,-999,-999,1897,1909,1897,1908
CAPE SCOTT,BRITISH COLUMBIA,1031353,237,50.78,-128.43,71,1965,2016,1966,2001,1965,2016,1965,2007
CARMANAH,BRITISH COLUMBIA,1031400,238,48.63,-124.78,39,1891,1902,-999,-999,1891,1902,1891,1902
CARMANAH POINT,BRITISH COLUMBIA,1031402,239,48.61,-124.75,38,1968,2016,-999,-999,1968,2016,1968,2007
CARNATION CREEK CDF,BRITISH COLUMBIA,1031413,240,48.9,-125.0,61,1971,1990,-999,-999,1971,1990,1971,1990
CLAYOQUOT,BRITISH COLUMBIA,1031650,241,49.15,-125.9,22,1896,1959,-999,-999,1896,1959,1896,1958
CONUMA RIVER HATCHERY,BRITISH COLUMBIA,1031844,242,49.8,-126.42,12,1989,2018,-999,-999,1989,2018,1989,2007
ELK LAKE JEUNE LANDING,BRITISH COLUMBIA,1032660,243,50.37,-127.3,109,1924,1938,-999,-999,1924,1938,1924,1938
ESTEVAN POINT,BRITISH COLUMBIA,1032730,244,49.38,-126.54,5,1908,2019,1953,1979,1908,2019,1908,2007
ESTEVAN POINT CS,BRITISH COLUMBIA,1032731,8040,49.38,-126.54,5,1993,2019,1994,2019,1993,2019,1997,2007
GOLD RIVER,BRITISH COLUMBIA,1033230,245,49.67,-126.17,3,1958,1965,-999,-999,1958,1965,1958,1965
GOLD RIVER TOWNSITE,BRITISH COLUMBIA,1033232,246,49.78,-126.06,119,1966,2016,-999,-999,1966,2016,1966,2007
GREAT CENTRAL LAKE,BRITISH COLUMBIA,1033292,8041,49.35,-125.15,502,1957,1957,-999,-999,1957,1957,-999,-999
HENDERSON LAKE,BRITISH COLUMBIA,1033455,247,49.13,-125.13,3,1922,1936,-999,-999,1922,1936,1922,1936
HENDERSON LAKE HATCHERY,BRITISH COLUMBIA,1033456,27330,49.13,-125.14,2,1996,2007,-999,-999,1996,2007,1996,2003
HERBERT INLET,BRITISH COLUMBIA,1033460,248,49.4,-125.9,4,1959,1960,-999,-999,1959,1960,1959,1960
HOLBERG,BRITISH COLUMBIA,1033479,249,50.65,-128.0,2,1909,1939,-999,-999,1909,1939,1909,1939
HOLBERG,BRITISH COLUMBIA,1033480,250,50.65,-128.0,579,1956,1993,1956,1969,1958,1993,1958,1992
HOLBERG CCR,BRITISH COLUMBIA,1033481,10998,50.63,-128.12,568,1994,2010,1994,2001,2010,2010,-999,-999
HOLBERG FIRE DEPT,BRITISH COLUMBIA,1033483,251,50.65,-127.98,45,1967,1991,-999,-999,1967,1991,1967,1991
HOLBERG PUMP HOUSE,BRITISH COLUMBIA,1033485,252,50.65,-128.0,41,1958,1967,-999,-999,1958,1967,1958,1967
KENNEDY LAKE,BRITISH COLUMBIA,1034070,253,49.13,-125.63,10,1924,1936,-999,-999,1924,1936,1924,1936
KILDONAN,BRITISH COLUMBIA,1034170,254,49.0,-125.0,3,1937,1976,-999,-999,1937,1976,1937,1976
KILDONAN FATTY BASIN,BRITISH COLUMBIA,1034175,255,48.98,-125.02,4,1967,1971,-999,-999,1967,1971,1967,1971
KYUQUOT,BRITISH COLUMBIA,1034440,256,50.03,-127.37,3,1933,1959,-999,-999,1933,1959,1933,1959
LENNARD ISLAND,BRITISH COLUMBIA,1034600,257,49.11,-125.92,10,1980,2019,-999,-999,1980,2019,1980,2007
LOWRY LAKE,BRITISH COLUMBIA,1034725,258,49.43,-125.13,304,1957,1958,-999,-999,1957,1958,1958,1958
LAWN POINT (AUT),BRITISH COLUMBIA,1034NR0,8043,50.33,-127.97,3,1980,1986,1980,1986,-999,-999,-999,-999
NITINAT LAKE,BRITISH COLUMBIA,1035610,259,48.75,-124.75,7,1924,1952,-999,-999,1924,1952,1924,1952
NITINAT RIVER HATCHERY,BRITISH COLUMBIA,1035612,260,48.86,-124.66,14,1981,2019,-999,-999,1981,2019,1981,2007
NOOTKA LIGHTSTATION,BRITISH COLUMBIA,1035614,261,49.6,-126.62,15,1978,2019,1994,2001,1978,2019,1978,2007
PACHENA POINT,BRITISH COLUMBIA,1035940,262,48.72,-125.1,37,1924,2019,1953,1958,1924,2019,1924,2007
PORT ALBERNI,BRITISH COLUMBIA,1036205,263,49.23,-124.8,59,1917,1960,-999,-999,1917,1960,1917,1960
PORT ALBERNI A,BRITISH COLUMBIA,1036206,264,49.25,-124.83,2,1969,1996,1969,1995,1969,1996,1969,1996
PORT ALBERNI CHINA CREEK,BRITISH COLUMBIA,1036207,265,49.23,-124.78,70,1960,1981,-999,-999,1960,1981,1960,1981
PORT ALBERNI COX LAKE,BRITISH COLUMBIA,1036208,266,49.2,-124.75,100,1987,2019,-999,-999,1987,2019,1987,2007
PORT ALBERNI REDFORD,BRITISH COLUMBIA,1036210,267,49.25,-124.8,21,1959,1971,-999,-999,1959,1971,1959,1971
PORT ALBERNI SHUHUM CREEK,BRITISH COLUMBIA,1036218,268,49.3,-124.93,70,1987,2000,-999,-999,1987,2000,1987,2000
PORT ALICE,BRITISH COLUMBIA,1036240,269,50.39,-127.46,21,1924,2015,-999,-999,1924,2015,1924,2007
PORT ALICE TOWNSITE,BRITISH COLUMBIA,1036243,270,50.43,-127.48,102,1987,1991,-999,-999,1987,1991,1987,1991
QUATSINO,BRITISH COLUMBIA,1036570,271,50.53,-127.65,3,1895,2019,-999,-999,1895,2019,1895,2007
QUATSINO LIGHTSTATION,BRITISH COLUMBIA,1036572,272,50.44,-128.03,21,1978,2019,1994,2001,1978,2019,1978,2007
RUMBLE BEACH,BRITISH COLUMBIA,1036907,273,50.43,-127.48,106,1975,1978,-999,-999,1975,1978,1976,1978
PORT ALBERNI (AUT),BRITISH COLUMBIA,1036B06,8045,49.32,-124.93,76,1992,2019,1994,2019,1992,2019,2002,2007
SARTINE ISLAND (AUT),BRITISH COLUMBIA,1037090,8261,50.82,-128.91,103,1994,2019,1994,2019,1994,2019,2005,2007
SOLANDER ISLAND (AUT),BRITISH COLUMBIA,1037553,8260,50.11,-127.94,94,1994,2019,1994,2019,1994,2019,2007,2007
SPRING ISLAND,BRITISH COLUMBIA,1037650,274,50.0,-127.42,11,1949,1979,1953,1979,1949,1979,1949,1979
TAHSIS,BRITISH COLUMBIA,1037890,275,49.92,-126.65,4,1952,1988,-999,-999,1952,1988,1952,1988
TAHSIS VILLAGE NORTH,BRITISH COLUMBIA,1037899,276,49.93,-126.65,9,1989,2019,-999,-999,1989,2019,1989,2007
TOFINO A,BRITISH COLUMBIA,1038204,52198,49.08,-125.77,24,2014,2019,2014,2019,-999,-999,-999,-999
TOFINO A,BRITISH COLUMBIA,1038205,277,49.08,-125.77,24,1942,2019,1960,2014,1942,2019,1942,2007
TOFINO CATFACE MOUNTAIN,BRITISH COLUMBIA,1038206,278,49.27,-125.97,740,1970,1971,-999,-999,1970,1971,1970,1971
TOFINO VILLAGE,BRITISH COLUMBIA,1038207,279,49.15,-125.91,4,1962,1999,-999,-999,1962,1999,1962,1999
TOFINO A,BRITISH COLUMBIA,1038210,52960,49.08,-125.77,24,2014,2019,2014,2019,2018,2019,-999,-999
TRIANGLE ISLAND,BRITISH COLUMBIA,1038240,280,50.87,-129.08,207,1910,1921,-999,-999,1910,1921,1910,1921
UCLUELET,BRITISH COLUMBIA,1038330,281,48.97,-125.53,5,1914,1948,-999,-999,1914,1948,1914,1948
UCLUELET BRYNNOR MINES,BRITISH COLUMBIA,1038331,282,49.05,-125.43,91,1964,1968,-999,-999,1964,1968,1964,1968
UCLUELET KENNEDY CAMP,BRITISH COLUMBIA,1038332,283,48.95,-125.53,40,1964,2019,-999,-999,1964,2019,1964,2007
WINTER HARBOUR,BRITISH COLUMBIA,1038964,284,50.52,-128.03,4,1974,1985,-999,-999,1974,1985,1974,1985
ZEBALLOS,BRITISH COLUMBIA,1039030,285,49.98,-126.85,7,1955,1993,-999,-999,1955,1993,1955,1993
ZEBALLOS MURAUDE CREEK,BRITISH COLUMBIA,1039035,48888,50.05,-126.78,103,2010,2019,-999,-999,2010,2019,-999,-999
ZEBALLOS IRON MINES,BRITISH COLUMBIA,1039040,286,50.03,-126.82,91,1963,1968,-999,-999,1963,1968,1963,1968
NITINAT LAKE (AUT),BRITISH COLUMBIA,103EFJ0,10184,48.67,-124.83,36,1992,2001,1994,2001,1992,2001,-999,-999
ALTA LAKE,BRITISH COLUMBIA,1040390,291,50.15,-122.95,667,1950,1976,1953,1976,1950,1976,1950,1976
ALTA LAKE NORTHAIR MINE,BRITISH COLUMBIA,1040400,292,50.12,-123.1,1005,1975,1987,-999,-999,1975,1987,1975,1987
ALTA LAKE 2,BRITISH COLUMBIA,1040420,293,50.15,-122.98,640,1931,1969,-999,-999,1931,1969,1931,1969
ANVIL ISLAND,BRITISH COLUMBIA,1040445,294,49.52,-123.3,30,1956,1963,-999,-999,1956,1963,1956,1963
BOWEN ISLAND,BRITISH COLUMBIA,1040908,296,49.35,-123.42,22,1959,1965,-999,-999,1959,1965,1959,1965
BOWEN ISL ARBUTUS BAY,BRITISH COLUMBIA,1040909,297,49.33,-123.38,21,1961,1998,-999,-999,1961,1998,1961,1998
BOWEN ISLAND BOWEN BAY,BRITISH COLUMBIA,104090R,295,49.36,-123.42,36,1966,2014,-999,-999,1966,2014,1966,2007
BOWEN ISLAND CATES BAY,BRITISH COLUMBIA,1040911,298,49.41,-123.32,27,1987,2000,-999,-999,1987,2000,1987,2000
BOWEN ISLAND JOSEPHINE RIDGE,BRITISH COLUMBIA,104091A,6815,49.37,-123.38,160,1992,1996,-999,-999,1992,1996,1992,1996
BOWEN ISLAND SUNSET PARK,BRITISH COLUMBIA,104091B,6816,49.36,-123.4,185,1992,2019,-999,-999,1992,2019,1992,2007
BOWEN ISLAND MILLERS LDG,BRITISH COLUMBIA,1040R09,290,49.39,-123.33,91,1972,2001,-999,-999,1972,2001,1972,2001
BOWEN ISLAND KILLARNEY LAKE,BRITISH COLUMBIA,1040R1J,6814,49.4,-123.37,50,1992,1996,-999,-999,1992,1996,1992,1996
BRITANNIA BEACH FURRY CR,BRITISH COLUMBIA,1041050,299,49.58,-123.22,9,1913,2000,-999,-999,1913,2000,1913,2000
BUCCANEER BAY,BRITISH COLUMBIA,1041100,300,49.48,-123.97,1,1927,1948,-999,-999,1927,1948,1927,1948
CAPILANO INTAKE,BRITISH COLUMBIA,1041380,301,49.4,-123.15,146,1924,1955,-999,-999,1924,1955,1924,1955
CHEEKYE,BRITISH COLUMBIA,1041490,302,49.8,-123.15,48,1960,1962,-999,-999,1960,1962,1960,1962
CLOWHOM FALLS,BRITISH COLUMBIA,1041710,303,49.72,-123.53,22,1932,1990,-999,-999,1932,1990,1932,1990
DAISY LAKE DAM,BRITISH COLUMBIA,1042255,304,49.98,-123.13,381,1968,1983,-999,-999,1968,1983,1968,1983
DESERTED BAY,BRITISH COLUMBIA,1042470,305,50.1,-123.73,6,1981,1982,-999,-999,1981,1982,1981,1982
GAMBIER HARBOUR,BRITISH COLUMBIA,1043048,306,49.44,-123.43,53,1962,2003,-999,-999,1962,2003,1962,2003
GARIBALDI,BRITISH COLUMBIA,1043060,307,49.98,-123.13,381,1921,1980,-999,-999,1921,1980,1921,1980
GIBSONS,BRITISH COLUMBIA,1043150,308,49.4,-123.51,62,1949,2006,-999,-999,1949,2006,1949,2006
GIBSONS GOWER POINT,BRITISH COLUMBIA,1043152,309,49.39,-123.54,34,1961,2019,-999,-999,1961,2019,1961,2007
GRIEF POINT,BRITISH COLUMBIA,1043304,27449,49.8,-124.53,10,1997,2019,1997,2019,2018,2019,-999,-999
HALFMOON BAY,BRITISH COLUMBIA,1043320,311,49.52,-123.92,10,1961,1964,-999,-999,1961,1964,1961,1964
HALFMOON BAY MIDDLE PT,BRITISH COLUMBIA,1043321,312,49.58,-124.0,91,1961,1963,-999,-999,1961,1963,1961,1963
HALFMOON BAY,BRITISH COLUMBIA,10433B0,310,49.52,-123.9,61,1973,1973,-999,-999,1973,1973,1973,1973
HOLLYBURN,BRITISH COLUMBIA,1043504,313,49.32,-123.17,45,1926,1952,-999,-999,1926,1952,1926,1952
HOPKINS LANDING,BRITISH COLUMBIA,1043582,314,49.47,-123.48,7,1969,1992,-999,-999,1969,1992,1969,1992
JERVIS INLET VANC BAY,BRITISH COLUMBIA,1043722,315,49.92,-123.87,2,1984,1993,-999,-999,1984,1993,1984,1993
LOIS LAKE,BRITISH COLUMBIA,1044680,316,49.87,-124.15,167,1954,1956,-999,-999,1954,1956,1954,1956
LOIS RIVER DAM,BRITISH COLUMBIA,1044710,317,49.8,-124.32,157,1931,2007,-999,-999,1931,2007,1931,2007
LUND,BRITISH COLUMBIA,1044732,318,49.98,-124.77,13,1960,1975,-999,-999,1960,1975,1960,1975
MALIBU JERVIS INLET,BRITISH COLUMBIA,1044840,319,50.17,-123.85,18,1974,2012,-999,-999,1974,2012,1974,2007
MERRY ISLAND LIGHTSTATION,BRITISH COLUMBIA,1045100,320,49.47,-123.91,7,1954,2019,1954,2001,1957,2019,1957,2007
MERRY ISLAND,BRITISH COLUMBIA,1045101,27288,49.47,-123.92,20,1997,1998,1997,1998,1998,1998,-999,-999
NELSON ISLAND,BRITISH COLUMBIA,1045440,321,49.7,-124.08,15,1964,1970,-999,-999,1964,1970,1965,1970
PARADISE VALLEY,BRITISH COLUMBIA,1045960,322,49.82,-123.15,30,1973,1975,-999,-999,1973,1975,1974,1975
HOWE SOUND - PAM ROCKS,BRITISH COLUMBIA,10459NN,6817,49.49,-123.3,7,1991,2019,1994,2019,1991,2019,1991,2007
PENDER HARBOUR,BRITISH COLUMBIA,1046115,323,49.63,-124.03,64,1961,2019,-999,-999,1961,2019,1961,2007
PORT MELLON,BRITISH COLUMBIA,1046330,324,49.52,-123.48,7,1942,1989,-999,-999,1942,1989,1942,1989
PORT MELLON,BRITISH COLUMBIA,1046332,45267,49.53,-123.5,125,2006,2019,2006,2019,2006,2019,2006,2007
POWELL LAKE,BRITISH COLUMBIA,1046360,325,50.1,-124.47,76,1954,1954,-999,-999,1954,1954,1954,1954
POWELL RIVER,BRITISH COLUMBIA,1046390,326,49.88,-124.55,51,1924,2007,-999,-999,1924,2007,1924,2007
POWELL RIVER A,BRITISH COLUMBIA,1046391,327,49.83,-124.5,129,1954,2019,1982,2013,1954,2019,1954,2007
POWELL RIVER,BRITISH COLUMBIA,1046392,45807,49.83,-124.5,125,2007,2019,2007,2019,2007,2019,-999,-999
POWELL RIVER A,BRITISH COLUMBIA,1046395,51438,49.83,-124.5,129,2013,2019,2013,2019,-999,-999,-999,-999
POWELL RIVER A,BRITISH COLUMBIA,1046396,52018,49.83,-124.5,129,2013,2019,2013,2019,2018,2019,-999,-999
POWELL RIVER GRIEF POINT,BRITISH COLUMBIA,1046400,328,49.8,-124.52,31,1960,1993,-999,-999,1960,1993,1960,1993
POWELL RIVER WESTVIEW,BRITISH COLUMBIA,1046410,329,49.83,-124.52,54,1960,1986,-999,-999,1960,1986,1960,1986
ROBERTS CREEK,BRITISH COLUMBIA,1046791,330,49.4,-123.68,3,1924,1942,-999,-999,1924,1942,1924,1942
ROBERTS CREEK EAST,BRITISH COLUMBIA,1046795,331,49.43,-123.62,143,1956,1960,-999,-999,1956,1960,1956,1960
SECHELT,BRITISH COLUMBIA,1047170,333,49.47,-123.77,22,1927,1968,-999,-999,1927,1968,1927,1968
SECHELT AUT,BRITISH COLUMBIA,1047172,45788,49.46,-123.72,86,2007,2019,2007,2019,2007,2019,-999,-999
SECHELT SANDY HOOK,BRITISH COLUMBIA,1047176,334,49.53,-123.77,125,1987,1987,-999,-999,1987,1987,1987,1987
SECHELT 5WEST,BRITISH COLUMBIA,1047179,335,49.47,-123.81,61,1989,2005,-999,-999,1989,2005,1989,2005
SQUAMISH,BRITISH COLUMBIA,1047660,337,49.7,-123.13,31,1959,1996,-999,-999,1959,1996,1959,1996
SQUAMISH FMC CHEMICALS,BRITISH COLUMBIA,1047662,338,49.68,-123.17,3,1968,1983,-999,-999,1968,1983,1969,1983
SQUAMISH ST DAVIDS,BRITISH COLUMBIA,1047669,339,49.75,-123.0,21,1973,1975,-999,-999,1973,1975,1973,1975
SQUAMISH STP,BRITISH COLUMBIA,1047670,340,49.73,-123.15,6,1981,1996,-999,-999,1981,1996,1981,1996
SQUAMISH STP CENTRAL,BRITISH COLUMBIA,1047671,341,49.7,-123.16,3,1986,2005,-999,-999,1986,2005,1986,2005
SQUAMISH UPPER,BRITISH COLUMBIA,1047672,342,49.9,-123.28,46,1979,2010,-999,-999,1979,2010,1979,2007
SQUAMISH 10 MILE,BRITISH COLUMBIA,1047673,343,49.82,-123.2,30,1990,1991,-999,-999,1990,1991,1990,1991
SQUAMISH AIRPORT,BRITISH COLUMBIA,10476F0,336,49.78,-123.16,53,1982,2019,1982,2019,1982,2019,1982,2007
STILLWATER POWER HOUSE,BRITISH COLUMBIA,1047770,344,49.77,-124.32,7,1931,2007,-999,-999,1931,2007,1931,2007
SQUAMISH GARIBALDI,BRITISH COLUMBIA,1047F6B,332,49.73,-123.15,10,1975,1996,-999,-999,1975,1996,1975,1996
SQUAMISH AIRPORT,BRITISH COLUMBIA,1047FF0,10816,49.78,-123.16,52,2010,2010,2010,2010,2010,2010,-999,-999
TEXADA ISLAND A,BRITISH COLUMBIA,1048140,345,49.7,-124.52,96,1960,1993,-999,-999,1960,1993,1960,1993
TUNNEL CAMP,BRITISH COLUMBIA,1048310,346,49.62,-123.13,670,1924,1974,-999,-999,1924,1974,1924,1974
WEST REDONDA ISLAND,BRITISH COLUMBIA,1048816,347,50.25,-124.82,4,1983,1984,-999,-999,1983,1984,1983,1984
WHISTLER,BRITISH COLUMBIA,1048898,348,50.13,-122.95,657,1976,2019,1983,2014,1976,2019,1976,2007
WHISTLER A,BRITISH COLUMBIA,1048899,52178,50.13,-122.95,657,2014,2019,2014,2019,-999,-999,-999,-999
WOODFIBRE,BRITISH COLUMBIA,1048974,349,49.58,-123.89,3,1960,2006,-999,-999,1960,2006,1960,2006
WOODFIBRE HENRIETTA LK,BRITISH COLUMBIA,1048975,350,49.68,-123.32,869,1978,1980,-999,-999,1978,1980,1978,1980
SQUAMISH ASHLU CREEK,BRITISH COLUMBIA,104G660,287,49.95,-123.42,495,1984,1984,-999,-999,1984,1984,-999,-999
HARDY ISLAND,BRITISH COLUMBIA,104LC3N,288,49.73,-124.18,26,1987,1993,-999,-999,1987,1993,1987,1993
SQUAMISH PARADISE VALLEY,BRITISH COLUMBIA,104PF64,289,49.83,-123.15,61,1987,1989,-999,-999,1987,1989,1987,1989
CAPE ST JAMES,BRITISH COLUMBIA,1051350,352,51.93,-131.02,92,1925,1998,1953,1992,1925,1998,1925,1998
